,REF_DATE,GEO,Sex,Age group,UOM,VALUE
9291,2011-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,100889.0
9292,2011-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,97529.0
9293,2011-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,99628.0
9294,2011-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,96789.0
9295,2011-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,78109.0
9296,2011-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,58147.0
9297,2011-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,37509.0
9298,2011-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,27243.0
9299,2011-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,22333.0
9324,2011-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,97365.0
9325,2011-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,107199.0
9326,2011-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,96203.0
9327,2011-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,85604.0
9328,2011-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,83688.0
9329,2011-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,91341.0
9330,2011-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,90625.0
9331,2011-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,76458.0
9332,2011-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,59567.0
9333,2011-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,40708.0
9334,2011-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,30682.0
9335,2011-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,24768.0
9396,2011-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,172438.0
9397,2011-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,186691.0
9398,2011-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,173589.0
9399,2011-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,169120.0
9400,2011-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,185930.0
9401,2011-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,193479.0
9402,2011-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,181967.0
9403,2011-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,156495.0
9404,2011-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,134754.0
9405,2011-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,95031.0
9406,2011-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,72583.0
9407,2011-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,57838.0
9684,2012-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,281144.0
9685,2012-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,280185.0
9686,2012-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,304224.0
9687,2012-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,290311.0
9688,2012-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,285452.0
9689,2012-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,309577.0
9690,2012-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,307923.0
9691,2012-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,265218.0
9692,2012-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,223494.0
9693,2012-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,185519.0
9694,2012-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,137331.0
9695,2012-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,108483.0
9756,2012-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,420755.0
9757,2012-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,432935.0
9758,2012-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,425028.0
9759,2012-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,423533.0
9760,2012-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,448888.0
9761,2012-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,473627.0
9762,2012-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,441969.0
9763,2012-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,366676.0
9764,2012-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,302628.0
9765,2012-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,230724.0
9766,2012-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,171609.0
9767,2012-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,137928.0
10152,2012-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,92744.0
10153,2012-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,112210.0
10154,2012-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,112703.0
10155,2012-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,103929.0
10156,2012-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,100810.0
10157,2012-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,98635.0
10158,2012-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,98236.0
10159,2012-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,82839.0
10160,2012-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,60156.0
10161,2012-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,41613.0
10162,2012-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,28272.0
10163,2012-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,22661.0
10188,2012-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,97031.0
10189,2012-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,109793.0
10190,2012-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,101571.0
10191,2012-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,88990.0
10192,2012-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,84934.0
10193,2012-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,89621.0
10194,2012-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,92016.0
10195,2012-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,79709.0
10196,2012-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,61092.0
10197,2012-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,44325.0
10198,2012-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,31820.0
10199,2012-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,24980.0
10260,2012-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,178717.0
10261,2012-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,187743.0
10262,2012-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,179010.0
10263,2012-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,169842.0
10264,2012-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,187873.0
10265,2012-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,193805.0
10266,2012-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,186237.0
10267,2012-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,162153.0
10268,2012-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,137362.0
10269,2012-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,103230.0
10270,2012-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,74854.0
10271,2012-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,58853.0
10548,2013-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,286277.0
10549,2013-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,278921.0
10550,2013-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,303986.0
10551,2013-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,295892.0
10552,2013-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,283492.0
10553,2013-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,302767.0
10554,2013-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,310732.0
10555,2013-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,274318.0
10556,2013-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,226710.0
10557,2013-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,192391.0
10558,2013-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,142854.0
10559,2013-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,108956.0
10620,2013-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,428667.0
10621,2013-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,435329.0
10622,2013-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,433514.0
10623,2013-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,424462.0
10624,2013-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,445806.0
10625,2013-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,466983.0
10626,2013-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,454311.0
10627,2013-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,380547.0
10628,2013-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,309303.0
10629,2013-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,247699.0
10630,2013-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,177991.0
10631,2013-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,141474.0
11016,2013-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,94776.0
11017,2013-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,114614.0
11018,2013-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,119229.0
11019,2013-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,108348.0
11020,2013-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,104130.0
11021,2013-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,98465.0
11022,2013-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,99782.0
11023,2013-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,86866.0
11024,2013-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,63181.0
11025,2013-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,45718.0
11026,2013-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,30058.0
11027,2013-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,23089.0
11052,2013-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,97658.0
11053,2013-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,112867.0
11054,2013-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,107825.0
11055,2013-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,93658.0
11056,2013-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,87372.0
11057,2013-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,87981.0
11058,2013-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,93549.0
11059,2013-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,83168.0
11060,2013-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,63442.0
11061,2013-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,47799.0
11062,2013-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,33216.0
11063,2013-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,25485.0
11124,2013-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,182231.0
11125,2013-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,189169.0
11126,2013-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,184567.0
11127,2013-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,170592.0
11128,2013-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,186986.0
11129,2013-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,193044.0
11130,2013-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,192174.0
11131,2013-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,168873.0
11132,2013-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,140794.0
11133,2013-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,111318.0
11134,2013-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,78632.0
11135,2013-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,60195.0
11412,2014-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,287617.0
11413,2014-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,277858.0
11414,2014-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,302292.0
11415,2014-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,300688.0
11416,2014-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,282414.0
11417,2014-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,294964.0
11418,2014-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,312710.0
11419,2014-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,281799.0
11420,2014-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,231748.0
11421,2014-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,198352.0
11422,2014-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,148690.0
11423,2014-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,110468.0
11484,2014-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,434876.0
11485,2014-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,440981.0
11486,2014-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,439383.0
11487,2014-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,425887.0
11488,2014-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,440528.0
11489,2014-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,460122.0
11490,2014-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,465331.0
11491,2014-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,392622.0
11492,2014-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,316691.0
11493,2014-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,261159.0
11494,2014-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,184276.0
11495,2014-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,145556.0
11880,2014-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,95828.0
11881,2014-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,117911.0
11882,2014-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,125512.0
11883,2014-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,112904.0
11884,2014-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,106876.0
11885,2014-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,98591.0
11886,2014-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,100906.0
11887,2014-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,90220.0
11888,2014-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,67063.0
11889,2014-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,48934.0
11890,2014-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,31836.0
11891,2014-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,23638.0
11916,2014-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,98883.0
11917,2014-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,116592.0
11918,2014-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,114193.0
11919,2014-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,99077.0
11920,2014-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,89885.0
11921,2014-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,87158.0
11922,2014-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,94646.0
11923,2014-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,85556.0
11924,2014-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,66949.0
11925,2014-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,50611.0
11926,2014-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,34631.0
11927,2014-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,26016.0
11988,2014-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,186525.0
11989,2014-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,194626.0
11990,2014-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,190374.0
11991,2014-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,172978.0
11992,2014-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,184106.0
11993,2014-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,193487.0
11994,2014-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,197919.0
11995,2014-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,174351.0
11996,2014-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,145206.0
11997,2014-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,117862.0
11998,2014-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,82741.0
11999,2014-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,61674.0
12276,2015-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,284194.0
12277,2015-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,278619.0
12278,2015-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,295819.0
12279,2015-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,302449.0
12280,2015-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,283222.0
12281,2015-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,288060.0
12282,2015-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,313615.0
12283,2015-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,287832.0
12284,2015-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,238655.0
12285,2015-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,203144.0
12286,2015-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,154631.0
12287,2015-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,112410.0
12348,2015-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,435170.0
12349,2015-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,445885.0
12350,2015-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,443506.0
12351,2015-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,425021.0
12352,2015-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,435811.0
12353,2015-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,453338.0
12354,2015-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,470089.0
12355,2015-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,403502.0
12356,2015-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,326159.0
12357,2015-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,273139.0
12358,2015-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,190069.0
12359,2015-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,148996.0
12744,2015-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,93992.0
12745,2015-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,119003.0
12746,2015-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,128137.0
12747,2015-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,116117.0
12748,2015-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,108548.0
12749,2015-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,98950.0
12750,2015-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,100592.0
12751,2015-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,92509.0
12752,2015-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,70573.0
12753,2015-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,52315.0
12754,2015-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,33463.0
12755,2015-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,24115.0
12780,2015-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,98665.0
12781,2015-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,117929.0
12782,2015-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,117289.0
12783,2015-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,102769.0
12784,2015-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,91067.0
12785,2015-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,86255.0
12786,2015-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,93875.0
12787,2015-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,87250.0
12788,2015-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,70163.0
12789,2015-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,53519.0
12790,2015-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,35968.0
12791,2015-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,26685.0
12852,2015-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,185719.0
12853,2015-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,197678.0
12854,2015-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,194349.0
12855,2015-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,175567.0
12856,2015-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,180428.0
12857,2015-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,194938.0
12858,2015-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,200597.0
12859,2015-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,179086.0
12860,2015-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,150207.0
12861,2015-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,125295.0
12862,2015-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,85916.0
12863,2015-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,63484.0
13140,2016-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,281689.0
13141,2016-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,284070.0
13142,2016-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,290173.0
13143,2016-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,305138.0
13144,2016-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,284858.0
13145,2016-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,285314.0
13146,2016-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,309802.0
13147,2016-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,294570.0
13148,2016-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,244766.0
13149,2016-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,207731.0
13150,2016-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,161079.0
13151,2016-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,116175.0
13212,2016-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,439989.0
13213,2016-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,461060.0
13214,2016-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,452594.0
13215,2016-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,430726.0
13216,2016-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,430859.0
13217,2016-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,450500.0
13218,2016-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,469072.0
13219,2016-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,414473.0
13220,2016-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,336835.0
13221,2016-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,281761.0
13222,2016-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,199388.0
13223,2016-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,151888.0
13608,2016-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,92595.0
13609,2016-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,118248.0
13610,2016-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,129702.0
13611,2016-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,119256.0
13612,2016-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,109195.0
13613,2016-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,101041.0
13614,2016-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,99011.0
13615,2016-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,93827.0
13616,2016-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,74488.0
13617,2016-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,55399.0
13618,2016-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,35719.0
13619,2016-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,24920.0
13644,2016-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,98514.0
13645,2016-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,117903.0
13646,2016-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,120286.0
13647,2016-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,105950.0
